id	rxn_src	enz	protein_stoich
RXN-FACOAL181_l_FWD-YMR246W	FACOAL181_l	YMR246W	YMR246W:1
RXN-FACOAL181_l_FWD-YOR317W	FACOAL181_l	YOR317W	YOR317W:1
RXN-FACOAL181_rm_FWD-YMR246W	FACOAL181_rm	YMR246W	YMR246W:1
RXN-FACOAL181_rm_FWD-YOR317W	FACOAL181_rm	YOR317W	YOR317W:1
RXN-FACOAL181_x_FWD-YER015W	FACOAL181_x	YER015W	YER015W:1
RXN-FACOAL200_en_FWD-YIL009W	FACOAL200_en	YIL009W	YIL009W:1
RXN-FACOAL220_en_FWD-YIL009W	FACOAL220_en	YIL009W	YIL009W:1
RXN-FACOAL220_l_FWD-YBR041W	FACOAL220_l	YBR041W	YBR041W:1
RXN-FACOAL240_en_FWD-YIL009W	FACOAL240_en	YIL009W	YIL009W:1
RXN-FACOAL240_l_FWD-YBR041W	FACOAL240_l	YBR041W	YBR041W:1
RXN-FACOAL260_en_FWD-YIL009W	FACOAL260_en	YIL009W	YIL009W:1
RXN-FACOAL260_l_FWD-YBR041W	FACOAL260_l	YBR041W	YBR041W:1
RXN-FACOAL80_x_FWD-YER015W	FACOAL80_x	YER015W	YER015W:1
RXN-FADH2t_c_m_FWD-YIL134W	FADH2t_c_m	YIL134W	YIL134W:1
RXN-FADt_c_m_FWD-YIL134W	FADt_c_m	YIL134W	YIL134W:1
RXN-FALDH_c_FWD-YDL168W	FALDH_c	YDL168W	YDL168W:1
RXN-FBA2_c_FWD-YKL060C	FBA2_c	YKL060C	YKL060C:1
RXN-FBA2_c_REV-YKL060C	FBA2_c	YKL060C	YKL060C:1
RXN-FBA3_c_FWD-YKL060C	FBA3_c	YKL060C	YKL060C:1
RXN-FBA3_c_REV-YKL060C	FBA3_c	YKL060C	YKL060C:1
RXN-FBA_c_FWD-YKL060C	FBA_c	YKL060C	YKL060C:1
RXN-FBA_c_REV-YKL060C	FBA_c	YKL060C	YKL060C:1
RXN-FBP2_c_FWD-YJL155C	FBP2_c	YJL155C	YJL155C:1
RXN-FBP2_c_FWD-YLR345W	FBP2_c	YLR345W	YLR345W:1
RXN-FBP_c_FWD-YLR377C	FBP_c	YLR377C	YLR377C:1
RXN-FCLT_m_FWD-YOR176W	FCLT_m	YOR176W	YOR176W:1
RXN-FDH_c_FWD-YOR388C	FDH_c	YOR388C	YOR388C:1
RXN-FE2t_c_e_FWD-YMR058W	FE2t_c_e	YMR058W	YMR058W:1
RXN-FE2t_c_e_FWD-YMR319C	FE2t_c_e	YMR319C	YMR319C:1
RXN-FE2t_c_m_FWD-YJL133W	FE2t_c_m	YJL133W	YJL133W:1
RXN-FE2t_c_m_FWD-YKR052C	FE2t_c_m	YKR052C	YKR052C:1
RXN-FECOOR_m_FWD-Q0045Q0250Q0275YDL067CYDR231CYGR062CYHR116WYJL003WYLL018C-AYPL132W	FECOOR_m	Q0045Q0250Q0275YDL067CYDR231CYGR062CYHR116WYJL003WYLL018C-AYPL132W	Q0045:1,Q0250:1,Q0275:1,YDL067C:1,YDR231C:1,YGR062C:1,YHR116W:1,YJL003W:1,YLL018C-A:1,YPL132W:1
RXN-FECOOR_m_FWD-Q0045Q0250Q0275YDL067CYEL039CYGL187CYGL191WYHR051WYIL111WYLR038CYLR395CYMR256C	FECOOR_m	Q0045Q0250Q0275YDL067CYEL039CYGL187CYGL191WYHR051WYIL111WYLR038CYLR395CYMR256C	Q0045:1,Q0250:1,Q0275:1,YDL067C:1,YEL039C:1,YGL187C:1,YGL191W:1,YHR051W:1,YIL111W:1,YLR038C:1,YLR395C:1,YMR256C:1
RXN-FECOOR_m_FWD-Q0045Q0250Q0275YDL067CYEL039CYGL187CYGL191WYHR051WYLR038CYLR395CYMR256CYNL052W	FECOOR_m	Q0045Q0250Q0275YDL067CYEL039CYGL187CYGL191WYHR051WYLR038CYLR395CYMR256CYNL052W	Q0045:1,Q0250:1,Q0275:1,YDL067C:1,YEL039C:1,YGL187C:1,YGL191W:1,YHR051W:1,YLR038C:1,YLR395C:1,YMR256C:1,YNL052W:1
RXN-FECOOR_m_FWD-Q0045Q0250Q0275YDL067CYGL187CYGL191WYHR051WYIL111WYJR048WYLR038CYLR395CYMR256C	FECOOR_m	Q0045Q0250Q0275YDL067CYGL187CYGL191WYHR051WYIL111WYJR048WYLR038CYLR395CYMR256C	Q0045:1,Q0250:1,Q0275:1,YDL067C:1,YGL187C:1,YGL191W:1,YHR051W:1,YIL111W:1,YJR048W:1,YLR038C:1,YLR395C:1,YMR256C:1
RXN-FECOOR_m_FWD-Q0045Q0250Q0275YDL067CYGL187CYGL191WYHR051WYJR048WYLR038CYLR395CYMR256CYNL052W	FECOOR_m	Q0045Q0250Q0275YDL067CYGL187CYGL191WYHR051WYJR048WYLR038CYLR395CYMR256CYNL052W	Q0045:1,Q0250:1,Q0275:1,YDL067C:1,YGL187C:1,YGL191W:1,YHR051W:1,YJR048W:1,YLR038C:1,YLR395C:1,YMR256C:1,YNL052W:1
RXN-FECOST161t_l_rm_FWD-SPONT	FECOST161t_l_rm	SPONT	zeroCost
RXN-FECOST161t_l_rm_REV-SPONT	FECOST161t_l_rm	SPONT	zeroCost
RXN-FECOST181t_l_rm_FWD-SPONT	FECOST181t_l_rm	SPONT	zeroCost
RXN-FECOST181t_l_rm_REV-SPONT	FECOST181t_l_rm	SPONT	zeroCost
RXN-FECOSTt_c_rm_FWD-SPONT	FECOSTt_c_rm	SPONT	zeroCost
RXN-FECOSTt_c_rm_REV-SPONT	FECOSTt_c_rm	SPONT	zeroCost
RXN-FECOSTt_e_FWD-YIL013C	FECOSTt_e	YIL013C	YIL013C:1
RXN-FECOSTt_e_FWD-YOR011W	FECOSTt_e	YOR011W	YOR011W:1
RXN-FECOSTt_e_REV-YIL013C	FECOSTt_e	YIL013C	YIL013C:1
RXN-FECOSTt_e_REV-YOR011W	FECOSTt_e	YOR011W	YOR011W:1
RXN-FECOSTt_en_FWD-YIL013C	FECOSTt_en	YIL013C	YIL013C:1
RXN-FECOSTt_en_FWD-YOR011W	FECOSTt_en	YOR011W	YOR011W:1
RXN-FECOSTt_en_REV-YIL013C	FECOSTt_en	YIL013C	YIL013C:1
RXN-FECOSTt_en_REV-YOR011W	FECOSTt_en	YOR011W	YOR011W:1
RXN-FECOSTt_l_rm_FWD-SPONT	FECOSTt_l_rm	SPONT	zeroCost
RXN-FECOSTt_l_rm_REV-SPONT	FECOSTt_l_rm	SPONT	zeroCost
RXN-FECPOR_m_FWD-YEL039CYKR066C	FECPOR_m	YEL039CYKR066C	YEL039C:1,YKR066C:1
RXN-FECPOR_m_FWD-YJR048WYKR066C	FECPOR_m	YJR048WYKR066C	YJR048W:1,YKR066C:1
RXN-FECRq6_m_FWD-Q0105YBL045CYDR529CYEL024WYEL039CYFR033CYGR183CYHR001W-AYJL166WYOR065WYPR191W	FECRq6_m	Q0105YBL045CYDR529CYEL024WYEL039CYFR033CYGR183CYHR001W-AYJL166WYOR065WYPR191W	Q0105:1,YBL045C:1,YDR529C:1,YEL024W:1,YEL039C:1,YFR033C:1,YGR183C:1,YHR001W-A:1,YJL166W:1,YOR065W:1,YPR191W:1
RXN-FECRq6_m_FWD-Q0105YBL045CYDR529CYEL024WYFR033CYGR183CYHR001W-AYJL166WYJR048WYOR065WYPR191W	FECRq6_m	Q0105YBL045CYDR529CYEL024WYFR033CYGR183CYHR001W-AYJL166WYJR048WYOR065WYPR191W	Q0105:1,YBL045C:1,YDR529C:1,YEL024W:1,YFR033C:1,YGR183C:1,YHR001W-A:1,YJL166W:1,YJR048W:1,YOR065W:1,YPR191W:1
RXN-FKYNH_c_FWD-YDR428C	FKYNH_c	YDR428C	YDR428C:1
RXN-FLPT_c_FWD-YDR538W	FLPT_c	YDR538W	YDR538W:1
RXN-FMETTRS_c_FWD-YBL013W	FMETTRS_c	YBL013W	YBL013W:1
RXN-FMETTRS_m_FWD-YBL013W	FMETTRS_m	YBL013W	YBL013W:1
RXN-FMNAT_m_FWD-YDL045C	FMNAT_m	YDL045C	YDL045C:1
RXN-FMNH_c_FWD-YDL024C	FMNH_c	YDL024C	YDL024C:1
RXN-FMNH_c_REV-YDL024C	FMNH_c	YDL024C	YDL024C:1
RXN-FMNRx2_c_FWD-YLR011W	FMNRx2_c	YLR011W	YLR011W:1
RXN-FMNRx_c_FWD-YLR011W	FMNRx_c	YLR011W	YLR011W:1
RXN-FOLD3_m_FWD-YNL256W	FOLD3_m	YNL256W	YNL256W:1
RXN-FOLt_c_e_FWD-SPONT	FOLt_c_e	SPONT	zeroCost
RXN-FOLt_c_e_REV-SPONT	FOLt_c_e	SPONT	zeroCost
RXN-FORt_c_e_FWD-YNL065W	FORt_c_e	YNL065W	YNL065W:1
RXN-FORt_c_e_REV-YNL065W	FORt_c_e	YNL065W	YNL065W:1
RXN-FORt_c_m_FWD-SPONT	FORt_c_m	SPONT	zeroCost
RXN-FRDPt_c_m_FWD-SPONT	FRDPt_c_m	SPONT	zeroCost
RXN-FRDPt_c_m_REV-SPONT	FRDPt_c_m	SPONT	zeroCost
RXN-FRD_c_FWD-YEL047C	FRD_c	YEL047C	YEL047C:1
RXN-FRD_m_FWD-YJR051W	FRD_m	YJR051W	YJR051W:1
RXN-FRTT4HBZ_c_FWD-YDL090CYKL019W	FRTT4HBZ_c	YDL090CYKL019W	YDL090C:1,YKL019W:1
RXN-FRTT4HBZ_c_REV-YDL090CYKL019W	FRTT4HBZ_c	YDL090CYKL019W	YDL090C:1,YKL019W:1
RXN-FRTT_c_FWD-YPL069C	FRTT_c	YPL069C	YPL069C:1
RXN-FRTT_l_FWD-YDL193WYMR101C	FRTT_l	YDL193WYMR101C	YDL193W:1,YMR101C:1
RXN-FRTT_rm_FWD-YBR002CYDL193W	FRTT_rm	YBR002CYDL193W	YBR002C:1,YDL193W:1
RXN-FRUK_c_FWD-SPONT	FRUK_c		zeroCost
RXN-FRUtps_e_FWD-YDL245C	FRUtps_e	YDL245C	YDL245C:1
RXN-FRUtps_e_FWD-YDR342C	FRUtps_e	YDR342C	YDR342C:1
RXN-FRUtps_e_FWD-YDR343C	FRUtps_e	YDR343C	YDR343C:1
RXN-FRUtps_e_FWD-YDR345C	FRUtps_e	YDR345C	YDR345C:1
RXN-FRUtps_e_FWD-YEL069C	FRUtps_e	YEL069C	YEL069C:1
RXN-FRUtps_e_FWD-YFL011W	FRUtps_e	YFL011W	YFL011W:1
RXN-FRUtps_e_FWD-YHR092C	FRUtps_e	YHR092C	YHR092C:1
RXN-FRUtps_e_FWD-YHR094C	FRUtps_e	YHR094C	YHR094C:1
RXN-FRUtps_e_FWD-YHR096C	FRUtps_e	YHR096C	YHR096C:1
RXN-FRUtps_e_FWD-YJL214W	FRUtps_e	YJL214W	YJL214W:1
RXN-FRUtps_e_FWD-YJL219W	FRUtps_e	YJL219W	YJL219W:1
RXN-FRUtps_e_FWD-YJR158W	FRUtps_e	YJR158W	YJR158W:1
RXN-FRUtps_e_FWD-YMR011W	FRUtps_e	YMR011W	YMR011W:1
RXN-FRUtps_e_FWD-YNR072W	FRUtps_e	YNR072W	YNR072W:1
RXN-FRUtps_e_FWD-YOL156W	FRUtps_e	YOL156W	YOL156W:1
RXN-FTHFCL_m_FWD-YER183C	FTHFCL_m	YER183C	YER183C:1
RXN-FTHFL_c_FWD-YGR204W	FTHFL_c	YGR204W	YGR204W:1
RXN-FTHFL_c_REV-YGR204W	FTHFL_c	YGR204W	YGR204W:1
RXN-FTHFL_m_FWD-YBR084W	FTHFL_m	YBR084W	YBR084W:1
RXN-FTHFL_m_REV-YBR084W	FTHFL_m	YBR084W	YBR084W:1
RXN-FUM_c_FWD-YPL262W	FUM_c	YPL262W	YPL262W:1
RXN-FUM_c_REV-YPL262W	FUM_c	YPL262W	YPL262W:1
RXN-FUM_m_FWD-YPL262W	FUM_m	YPL262W	YPL262W:1
RXN-FUM_m_REV-YPL262W	FUM_m	YPL262W	YPL262W:1
RXN-FUMt_c_e_FWD-SPONT	FUMt_c_e	SPONT	zeroCost
RXN-FUMt_c_e_REV-SPONT	FUMt_c_e	SPONT	zeroCost
RXN-G3PAT_l_FWD-YKR067W	G3PAT_l	YKR067W	YKR067W:1
RXN-G3PAT_rm_FWD-YBL011W	G3PAT_rm	YBL011W	YBL011W:1
RXN-G3PAT_rm_FWD-YKR067W	G3PAT_rm	YKR067W	YKR067W:1
RXN-G3PCt_c_e_FWD-YCR098C	G3PCt_c_e	YCR098C	YCR098C:1
RXN-G3PCt_c_e_REV-YCR098C	G3PCt_c_e	YCR098C	YCR098C:1
RXN-G3PCt_c_en_FWD-YCR098C	G3PCt_c_en	YCR098C	YCR098C:1
RXN-G3PCt_c_en_REV-YCR098C	G3PCt_c_en	YCR098C	YCR098C:1
RXN-G3PCt_c_rm_FWD-SPONT	G3PCt_c_rm	SPONT	zeroCost
RXN-G3PCt_c_rm_REV-SPONT	G3PCt_c_rm	SPONT	zeroCost
RXN-G3PD1i_m_FWD-YOL059W	G3PD1i_m	YOL059W	YOL059W:1
RXN-G3PD1r_c_FWD-YDL022W	G3PD1r_c	YDL022W	YDL022W:1
RXN-G3PD1r_c_FWD-YOL059W	G3PD1r_c	YOL059W	YOL059W:1
RXN-G3PD1r_c_REV-YDL022W	G3PD1r_c	YDL022W	YDL022W:1
RXN-G3PD1r_c_REV-YOL059W	G3PD1r_c	YOL059W	YOL059W:1
RXN-G3PDf_m_FWD-YIL155C	G3PDf_m	YIL155C	YIL155C:1
RXN-G3PIt_c_e_FWD-YCR098C	G3PIt_c_e	YCR098C	YCR098C:1
RXN-G3PIt_c_e_REV-YCR098C	G3PIt_c_e	YCR098C	YCR098C:1
RXN-G3PIt_c_en_FWD-YCR098C	G3PIt_c_en	YCR098C	YCR098C:1
RXN-G3PIt_c_en_REV-YCR098C	G3PIt_c_en	YCR098C	YCR098C:1
RXN-G3PT_c_FWD-YER062C	G3PT_c	YER062C	YER062C:1
RXN-G3PT_c_FWD-YIL053W	G3PT_c	YIL053W	YIL053W:1
RXN-G5SADr_c_FWD-SPONT	G5SADr_c		zeroCost
RXN-G5SADr_c_REV-SPONT	G5SADr_c		zeroCost
RXN-G5SDy_c_FWD-YOR323C	G5SDy_c	YOR323C	YOR323C:1
RXN-G6PDA_c_FWD-SPONT	G6PDA_c		zeroCost
RXN-G6PDH2i_c_FWD-YNL241C	G6PDH2i_c	YNL241C	YNL241C:1
RXN-GALKi_c_FWD-YBR020W	GALKi_c	YBR020W	YBR020W:1
RXN-GALUi_c_FWD-YHL012W	GALUi_c	YHL012W	YHL012W:1
RXN-GALUi_c_FWD-YKL035W	GALUi_c	YKL035W	YKL035W:1
RXN-GALUi_c_REV-YHL012W	GALUi_c	YHL012W	YHL012W:1
RXN-GALUi_c_REV-YKL035W	GALUi_c	YKL035W	YKL035W:1
RXN-GALtps_e_FWD-YDR536W	GALtps_e	YDR536W	YDR536W:1
RXN-GALtps_e_FWD-YFL011W	GALtps_e	YFL011W	YFL011W:1
RXN-GALtps_e_FWD-YJL219W	GALtps_e	YJL219W	YJL219W:1
RXN-GALtps_e_FWD-YLR081W	GALtps_e	YLR081W	YLR081W:1
RXN-GALtps_e_FWD-YNL318C	GALtps_e	YNL318C	YNL318C:1
RXN-GALtps_e_FWD-YOL156W	GALtps_e	YOL156W	YOL156W:1
RXN-GAM6Pt_c_FWD-SPONT	GAM6Pt_c	SPONT	zeroCost
RXN-GAM6Pt_c_REV-SPONT	GAM6Pt_c	SPONT	zeroCost
RXN-GAPD_c_FWD-YGR192C	GAPD_c	YGR192C	YGR192C:1
RXN-GAPD_c_FWD-YJL052W	GAPD_c	YJL052W	YJL052W:1
RXN-GAPD_c_FWD-YJR009C	GAPD_c	YJR009C	YJR009C:1
RXN-GAPD_c_REV-YGR192C	GAPD_c	YGR192C	YGR192C:1
RXN-GAPD_c_REV-YJL052W	GAPD_c	YJL052W	YJL052W:1
RXN-GAPD_c_REV-YJR009C	GAPD_c	YJR009C	YJR009C:1
RXN-GARFT_c_FWD-YDR408C	GARFT_c	YDR408C	YDR408C:1
RXN-GCALDt_c_e_FWD-SPONT	GCALDt_c_e	SPONT	zeroCost
RXN-GCALDt_c_e_REV-SPONT	GCALDt_c_e	SPONT	zeroCost
RXN-GCALDt_c_m_FWD-SPONT	GCALDt_c_m	SPONT	zeroCost
RXN-GCALDt_c_m_REV-SPONT	GCALDt_c_m	SPONT	zeroCost
RXN-GDPMANNt_c_g_FWD-YGL225W	GDPMANNt_c_g	YGL225W	YGL225W:1
RXN-GDPMANNt_c_g_REV-YGL225W	GDPMANNt_c_g	YGL225W	YGL225W:1
RXN-GDPMANt_c_g_FWD-YGL225W	GDPMANt_c_g	YGL225W	YGL225W:1
RXN-GDPt_c_g_FWD-SPONT	GDPt_c_g	SPONT	zeroCost
RXN-GDPt_c_g_REV-SPONT	GDPt_c_g	SPONT	zeroCost
RXN-GDPt_c_n_FWD-SPONT	GDPt_c_n	SPONT	zeroCost
RXN-GDPt_c_n_REV-SPONT	GDPt_c_n	SPONT	zeroCost
RXN-GF6PTA_c_FWD-YKL104C	GF6PTA_c	YKL104C	YKL104C:1
RXN-GF6PTA_c_FWD-YMR084W	GF6PTA_c	YMR084W	YMR084W:1
RXN-GGTT_c_FWD-SPONT	GGTT_c		zeroCost
RXN-GGTT_l_FWD-YDL193WYMR101C	GGTT_l	YDL193WYMR101C	YDL193W:1,YMR101C:1
RXN-GGTT_rm_FWD-YBR002CYDL193W	GGTT_rm	YBR002CYDL193W	YBR002C:1,YDL193W:1
RXN-GHMT2r_c_FWD-YLR058C	GHMT2r_c	YLR058C	YLR058C:1
RXN-GHMT2r_c_REV-YLR058C	GHMT2r_c	YLR058C	YLR058C:1
RXN-GHMT2r_m_FWD-YBR263W	GHMT2r_m	YBR263W	YBR263W:1
RXN-GHMT2r_m_REV-YBR263W	GHMT2r_m	YBR263W	YBR263W:1
RXN-GK1_c_FWD-YDR454C	GK1_c	YDR454C	YDR454C:1
RXN-GK2_c_FWD-YDR454C	GK2_c	YDR454C	YDR454C:1
RXN-GK2_c_REV-YDR454C	GK2_c	YDR454C	YDR454C:1
RXN-GLCGSD_c_FWD-YPR184W	GLCGSD_c	YPR184W	YPR184W:1
RXN-GLCGSD_v_FWD-YIL099W	GLCGSD_v	YIL099W	YIL099W:1
RXN-GLCNK_c_FWD-YDR248C	GLCNK_c	YDR248C	YDR248C:1
RXN-GLCP_c_FWD-YPR160W	GLCP_c	YPR160W	YPR160W:1
RXN-GLCt_c_e_FWD-YDL245C	GLCt_c_e	YDL245C	YDL245C:1
RXN-GLCt_c_e_FWD-YDL247W	GLCt_c_e	YDL247W	YDL247W:1
RXN-GLCt_c_e_FWD-YDR342C	GLCt_c_e	YDR342C	YDR342C:1
RXN-GLCt_c_e_FWD-YDR343C	GLCt_c_e	YDR343C	YDR343C:1
RXN-GLCt_c_e_FWD-YDR345C	GLCt_c_e	YDR345C	YDR345C:1
RXN-GLCt_c_e_FWD-YDR387C	GLCt_c_e	YDR387C	YDR387C:1
RXN-GLCt_c_e_FWD-YDR536W	GLCt_c_e	YDR536W	YDR536W:1
RXN-GLCt_c_e_FWD-YEL069C	GLCt_c_e	YEL069C	YEL069C:1
RXN-GLCt_c_e_FWD-YFL011W	GLCt_c_e	YFL011W	YFL011W:1
RXN-GLCt_c_e_FWD-YHR092C	GLCt_c_e	YHR092C	YHR092C:1
RXN-GLCt_c_e_FWD-YHR094C	GLCt_c_e	YHR094C	YHR094C:1
RXN-GLCt_c_e_FWD-YHR096C	GLCt_c_e	YHR096C	YHR096C:1
RXN-GLCt_c_e_FWD-YJL214W	GLCt_c_e	YJL214W	YJL214W:1
RXN-GLCt_c_e_FWD-YJL219W	GLCt_c_e	YJL219W	YJL219W:1
RXN-GLCt_c_e_FWD-YJR158W	GLCt_c_e	YJR158W	YJR158W:1
RXN-GLCt_c_e_FWD-YJR160C	GLCt_c_e	YJR160C	YJR160C:1
RXN-GLCt_c_e_FWD-YLR081W	GLCt_c_e	YLR081W	YLR081W:1
RXN-GLCt_c_e_FWD-YMR011W	GLCt_c_e	YMR011W	YMR011W:1
RXN-GLCt_c_e_FWD-YNR072W	GLCt_c_e	YNR072W	YNR072W:1
RXN-GLCt_c_e_FWD-YOL156W	GLCt_c_e	YOL156W	YOL156W:1
RXN-GLCt_c_v_FWD-YBR241C	GLCt_c_v	YBR241C	YBR241C:1
RXN-GLCt_c_v_FWD-YGL104C	GLCt_c_v	YGL104C	YGL104C:1
RXN-GLCt_c_v_REV-YBR241C	GLCt_c_v	YBR241C	YBR241C:1
RXN-GLCt_c_v_REV-YGL104C	GLCt_c_v	YGL104C	YGL104C:1
RXN-GLNS_c_FWD-YPR035W	GLNS_c	YPR035W	YPR035W:1
RXN-GLNTRS_c_FWD-YOR168W	GLNTRS_c	YOR168W	YOR168W:1
RXN-GLNt_c_n_FWD-SPONT	GLNt_c_n	SPONT	zeroCost
RXN-GLNt_c_n_REV-SPONT	GLNt_c_n	SPONT	zeroCost
RXN-GLNtpa_v_FWD-YJR001W	GLNtpa_v	YJR001W	YJR001W:1
RXN-GLNtps_e_FWD-YCL025C	GLNtps_e	YCL025C	YCL025C:1
RXN-GLNtps_e_FWD-YDR508C	GLNtps_e	YDR508C	YDR508C:1
RXN-GLNtps_e_FWD-YKR039W	GLNtps_e	YKR039W	YKR039W:1
RXN-GLNtps_e_FWD-YPL265W	GLNtps_e	YPL265W	YPL265W:1
RXN-GLNtps_e_REV-YCL025C	GLNtps_e	YCL025C	YCL025C:1
RXN-GLNtps_e_REV-YDR508C	GLNtps_e	YDR508C	YDR508C:1
RXN-GLNtps_e_REV-YKR039W	GLNtps_e	YKR039W	YKR039W:1
RXN-GLNtps_e_REV-YPL265W	GLNtps_e	YPL265W	YPL265W:1
RXN-GLNtps_v_FWD-YKL146W	GLNtps_v	YKL146W	YKL146W:1
RXN-GLNtps_v_FWD-YNL101W	GLNtps_v	YNL101W	YNL101W:1
RXN-GLU5K_c_FWD-YDR300C	GLU5K_c	YDR300C	YDR300C:1
RXN-GLUCYS_c_FWD-YJL101C	GLUCYS_c	YJL101C	YJL101C:1
RXN-GLUDC_c_FWD-YMR250W	GLUDC_c	YMR250W	YMR250W:1
RXN-GLUDxi_c_FWD-YDL215C	GLUDxi_c	YDL215C	YDL215C:1
RXN-GLUDy_c_FWD-YAL062W	GLUDy_c	YAL062W	YAL062W:1
RXN-GLUDy_c_FWD-YOR375C	GLUDy_c	YOR375C	YOR375C:1
RXN-GLUN_c_FWD-YFL060C	GLUN_c	YFL060C	YFL060C:1
RXN-GLUN_c_FWD-YNL334C	GLUN_c	YNL334C	YNL334C:1
RXN-GLUPRT_c_FWD-YMR300C	GLUPRT_c	YMR300C	YMR300C:1
RXN-GLUSx_c_FWD-YDL171C	GLUSx_c	YDL171C	YDL171C:1
RXN-GLUTRS_c_FWD-YGL105WYGL245W	GLUTRS_c	YGL105WYGL245W	YGL105W:1,YGL245W:1
RXN-GLUTRS_m_FWD-YOL033W	GLUTRS_m	YOL033W	YOL033W:1
RXN-GLUt_c_m_FWD-YBR104W	GLUt_c_m	YBR104W	YBR104W:1
RXN-GLUt_c_m_FWD-YPR021C	GLUt_c_m	YPR021C	YPR021C:1
RXN-GLUt_c_n_FWD-SPONT	GLUt_c_n	SPONT	zeroCost
RXN-GLUt_c_n_REV-SPONT	GLUt_c_n	SPONT	zeroCost
RXN-GLUtps_e_FWD-YCL025C	GLUtps_e	YCL025C	YCL025C:1
RXN-GLUtps_e_FWD-YFL055W	GLUtps_e	YFL055W	YFL055W:1
RXN-GLUtps_e_FWD-YKR039W	GLUtps_e	YKR039W	YKR039W:1
RXN-GLUtps_e_FWD-YPL265W	GLUtps_e	YPL265W	YPL265W:1
RXN-GLUtps_e_REV-YCL025C	GLUtps_e	YCL025C	YCL025C:1
RXN-GLUtps_e_REV-YFL055W	GLUtps_e	YFL055W	YFL055W:1
RXN-GLUtps_e_REV-YKR039W	GLUtps_e	YKR039W	YKR039W:1
RXN-GLUtps_e_REV-YPL265W	GLUtps_e	YPL265W	YPL265W:1
RXN-GLUtps_v_FWD-YER119C	GLUtps_v	YER119C	YER119C:1
RXN-GLXt_c_e_FWD-YNL065W	GLXt_c_e	YNL065W	YNL065W:1
RXN-GLXt_c_e_REV-YNL065W	GLXt_c_e	YNL065W	YNL065W:1
RXN-GLXt_c_x_FWD-SPONT	GLXt_c_x	SPONT	zeroCost
RXN-GLXt_c_x_REV-SPONT	GLXt_c_x	SPONT	zeroCost
RXN-GLYAT_c_FWD-SPONT	GLYAT_c		zeroCost
RXN-GLYC3Pt_c_l_FWD-SPONT	GLYC3Pt_c_l	SPONT	zeroCost
RXN-GLYC3Pt_c_l_REV-SPONT	GLYC3Pt_c_l	SPONT	zeroCost
RXN-GLYC3Pt_c_m_FWD-SPONT	GLYC3Pt_c_m	SPONT	zeroCost
RXN-GLYC3Pt_c_m_REV-SPONT	GLYC3Pt_c_m	SPONT	zeroCost
RXN-GLYC3Pt_c_rm_FWD-SPONT	GLYC3Pt_c_rm	SPONT	zeroCost
RXN-GLYC3Pt_c_rm_REV-SPONT	GLYC3Pt_c_rm	SPONT	zeroCost
RXN-GLYC3Pt_m_mm_FWD-SPONT	GLYC3Pt_m_mm	SPONT	zeroCost
RXN-GLYC3Pt_m_mm_REV-SPONT	GLYC3Pt_m_mm	SPONT	zeroCost
RXN-GLYCDy_c_FWD-YOR120W	GLYCDy_c	YOR120W	YOR120W:1
RXN-GLYCL_m_FWD-YAL044CYDR019CYFL018CYMR189W	GLYCL_m	YAL044CYDR019CYFL018CYMR189W	YAL044C:1,YDR019C:1,YFL018C:1,YMR189W:1
RXN-GLYCL_m_REV-YAL044CYDR019CYFL018CYMR189W	GLYCL_m	YAL044CYDR019CYFL018CYMR189W	YAL044C:1,YDR019C:1,YFL018C:1,YMR189W:1
RXN-GLYCOGENt_c_v_FWD-SPONT	GLYCOGENt_c_v	SPONT	zeroCost
RXN-GLYCt_c_l_FWD-SPONT	GLYCt_c_l	SPONT	zeroCost
RXN-GLYCt_c_l_REV-SPONT	GLYCt_c_l	SPONT	zeroCost
RXN-GLYCt_e_FWD-YFL054C	GLYCt_e	YFL054C	YFL054C:1
RXN-GLYCt_e_FWD-YLL043W	GLYCt_e	YLL043W	YLL043W:1
RXN-GLYCtps_e_FWD-YDR536W	GLYCtps_e	YDR536W	YDR536W:1
RXN-GLYCtps_e_FWD-YGL084C	GLYCtps_e	YGL084C	YGL084C:1
RXN-GLYCtps_e_REV-YDR536W	GLYCtps_e	YDR536W	YDR536W:1
RXN-GLYCtps_e_REV-YGL084C	GLYCtps_e	YGL084C	YGL084C:1
RXN-GLYGS_c_FWD-YFR015CYJL137C	GLYGS_c	YFR015CYJL137C	YFR015C:1,YJL137C:1
RXN-GLYGS_c_FWD-YFR015CYKR058W	GLYGS_c	YFR015CYKR058W	YFR015C:1,YKR058W:1
RXN-GLYGS_c_FWD-YJL137CYLR258W	GLYGS_c	YJL137CYLR258W	YJL137C:1,YLR258W:1
RXN-GLYGS_c_FWD-YKR058WYLR258W	GLYGS_c	YKR058WYLR258W	YKR058W:1,YLR258W:1
RXN-GLYK_c_FWD-YHL032C	GLYK_c	YHL032C	YHL032C:1
RXN-GLYOX_c_FWD-YDR272W	GLYOX_c	YDR272W	YDR272W:1
RXN-GLYOX_m_FWD-YOR040W	GLYOX_m	YOR040W	YOR040W:1
RXN-GLYTRS_c_FWD-YBR121C	GLYTRS_c	YBR121C	YBR121C:1
RXN-GLYTRS_c_FWD-YPR081C	GLYTRS_c	YPR081C	YPR081C:1
RXN-GLYt_c_m_FWD-YDL119C	GLYt_c_m	YDL119C	YDL119C:1
